sent_rating,processed_text_NoStopwords,data
positivo,pra controlar Alexa adicionando skills app Amazon Alexa,2021-03-03 00:00:00
negativo,O produto dispõe muitas opções comando e o reconhecimento voz executar poucas funções atendeu s expectativas,2021-07-13 00:00:00
negativo,A propaganda passar imagem o echo dot d abro a cx recebo baque e fiquei decepcionado tamanho caixinha,2021-06-07 00:00:00
positivo,Apesar inicialmente pequeno problema reconhecer voz divertida e ajudando automações casa e computador,2020-11-13 00:00:00
positivo,Produto qualidade e automação a casa perfeita Alexa divertida e coisas conforme fala Som perfeito casa medida certa Recomendo,2021-11-29 00:00:00
positivo,reconhecer o falo superou expectativa a e funções realmente assistente,2021-01-03 00:00:00
positivo,A interação voz interessante e divertida E funcionalidades úteis,2021-07-26 00:00:00
positivo,gostando A qualidade som ótima o reconhecimento voz deixa a desejar Precisa falar alto reconhecer ajudado lembretes,2021-12-12 00:00:00
positivo,Atende a comando fácil configurar poderia base carregamento fosse levar cômodos a necessidade desliga tomada,2021-02-15 00:00:00
negativo,negativos:1 modelo Alexa surda;2 o fio alimentação acompanha cor branca e a Alexa preta O acabamento deixou a desejar,2021-02-13 00:00:00
negativo,A Alexa funciona Comprei d fala responde a Pede pra ligar o ar condicionado e começa a rodar música Tá errada,2021-05-02 00:00:00
positivo,aprendendo muitas funcionalidades ajudado organização agenda amando,2021-02-25 00:00:00
positivo,produto vale a pena caso compre produtos conecta a alexa funciona caixa som e informação excelente vale super,2021-08-02 00:00:00
positivo,A mídia carregada Adorei ajudar coisas informar o horário previsão lista compras e distração bebê,2021-06-30 00:00:00
positivo,A mídia carregada amei o produto Correspondeu expectativas reconhecimento voz e a qualidade som ótima amo testei o modo sono pretendo Kkk,2021-02-21 00:00:00
positivo,Produto qualidade,2022-01-21 00:00:00
positivo,Pensei bonito,2021-07-14 00:00:00
positivo,O produto possui certa qualidade O gosto d bugada e reconhece comandos o produto atendeu expectativas,2021-07-01 00:00:00
positivo,O Produto perfeito errei pesquisar direito achei funcionaria tá tomada funciona bateria perfeito,2021-03-24 00:00:00
positivo,Qualidade som Graves estao melhores o geracao 3,2020-12-25 00:00:00
positivo,Excelente,2022-02-04 00:00:00
positivo,Designer bonito e muita qualidade som,2021-01-14 00:00:00
positivo,perfeita armonia funcionando perfeitamente,2021-07-12 00:00:00
positivo,Comprei a Alexa presente e hoje arrependi compra 02 estamos utilizando e apresentou nenhum defeito,2021-09-14 00:00:00
positivo,o reconhecendo voz diversão a família Ajuda atividades dia a dia definir timer tocar notícias música,2021-02-28 00:00:00
positivo,Muitas coisas feitas assistente virtual entusiastas faça vire hábito e será difícil desfazê-lo,2021-01-24 00:00:00
negativo,2 modelos echo fotos 3a geração e echo show d e o pior reconhecimento voz Chega irritante,2021-06-08 00:00:00
positivo,Qualidade som ótima excelentes skils problemas audição Evite o nome echo piora a dificuldade d ouvir vale apena,2021-08-06 00:00:00
positivo,a echo dot 3 o som 4 melhor o reconhecimento voz direto a frente aparelho o torna difícil fala,2021-09-16 00:00:00
positivo,Olha coisas legais q casa inteligente útil valeu centavo pago BlackFriday Amazon parabéns,2020-12-24 00:00:00
positivo,tocando música som alto o reconhecimento voz fica prejudicado necessário gritar pra conseguir ouvir o comando,2021-05-03 00:00:00
positivo,Excelente produto Amazon apesar problemas a entrega causa transportadora terceirizam o Rio Janeiro,2021-01-31 00:00:00
positivo,perfeito a Alexa amei o reclamar observação poderia bateria podesse pra outro canto casa precisar tomada,2021-04-01 00:00:00
positivo,Ja 3 geração realmente acho o modelo bonito e comprei 2 presente nao testei a 4 geração avaliando amigos adorar,2020-12-24 00:00:00
positivo,excelente nao reconhece dispositivos estando conectados internet,2021-05-02 00:00:00
negativo,Ia a 3 e arrependi comprar a 4,2021-03-10 00:00:00
positivo,Produto excelente fácil usabilidade e rápida interação dispositivos casa Recomendo,2022-01-08 00:00:00
positivo,Simplesmente amo A qualidade som surpreende o tamanho d E funcionalidades tbem ajudam dia a dia Recomendo,2021-12-27 00:00:00
positivo,comprei kkkkk,2021-04-14 00:00:00
positivo,O produto correspondeu precisava fiquei feliz o produto recomendo pra vontade o preço trás,2021-06-25 00:00:00
positivo,Gostei formato echo o único problema escuta comparação a echo dot 3a geração,2021-04-16 00:00:00
positivo,Atendeu expectativas fiquei preocupada comentários o reconhecimento voz problemas recomendo,2021-07-09 00:00:00
positivo,Produtos Amazon arrasando echo show 8 e legal acho a Amazon poderia acelerar traduções e opções comando e skills português,2021-04-01 00:00:00
positivo,amei inteligente divertida e útil ótima compromissos durante o dia lembretes cria alertas listas simplesmente perfeito,2021-05-18 00:00:00
positivo,Música vida trouxe muita alegria a casa Valeu a pena Alexa eficiente o reconhecimento voz volume esperado,2021-05-23 00:00:00
negativo,A qualidade som levando consideração o tamanho dispositivo O reconhecimento voz geralmente repetir comandos funcionar,2020-12-25 00:00:00
positivo,Excelente,2021-06-29 00:00:00
positivo,Excelente uso cotidiano auxilia tarefas principalmente agendando compromissos temporizador tarefas enfim perfeita o dia-a-dia,2021-12-26 00:00:00
positivo,A mídia carregada palavras falando falando alto reconhece o comando super interativa muitas funções desconhecidas skils maravilhosas,2021-05-11 00:00:00
positivo,tinha echo show 5 travando reconhece a voz e dado barullhos estranhos áudio mostrou melhor,2021-07-15 00:00:00
positivo,Qualidade som superior a o Google Assistent pena conexão direta o SoundCloud acaba virando caixa bluetooth convencional,2021-03-27 00:00:00
positivo,gostando músicas param tocar e falar pra tocar gostando produto,2021-03-28 00:00:00
positivo,Adorei tinha a geração 3 e comprei a geração 4 comparar Gostei Deixo a e a sala acordo conversando a Alexa,2021-04-06 00:00:00
positivo,Ótimo produto pequeno discreto som tamanho a echo geração e reconhece melhor a voz,2021-03-07 00:00:00
positivo,A mídia carregada Chegou a caixa amassada o deixou preocupado o apresentado falhas,2022-01-05 00:00:00
positivo,A qualidade produto fácil e útil dia a dia,2021-06-30 00:00:00
positivo,Adorei perfeita superou expectativas som ótimo alta qualidade,2021-07-12 00:00:00
positivo,O cabo e carregador deveria preto combinar a Echo dot Comprei a preta o carregador branco ficou parecendo ajeito gostei d a Alexa e o echodot sensacionais,2021-02-15 00:00:00
positivo,Estamos usando a echo dot principalmente músicas e brincadeiras ótimo,2021-12-16 00:00:00
positivo,excelente ferramenta assistente virtual totalmente configurada inúmeras utilidades seja educativa diversão etc,2021-05-03 00:00:00
positivo,Som fácil comunicação a Alexa Ajuda dia dia aprendendo gostando,2021-05-24 00:00:00
positivo,momentos chamo a Alexia e reconhece voz literalmente liga!Tenho desligar tomada e reinicia-la,2020-12-11 00:00:00
positivo,Alexa lerda vc falar exatamente o comando entende mãe entende maravilhosa,2021-03-24 00:00:00
positivo,Ótimo produto rápido e muitas funções O som alto e a qualidade produto excelente Entrega super rápida recomendo queria comprar,2020-11-09 00:00:00
positivo,Simplesmente exclente controlar produtos smart home O som e a resposta Alexa,2021-06-23 00:00:00
positivo,A mídia carregada e ótimo obg Amazon produto qualidade a família Amazon 🏡,2021-04-20 00:00:00
positivo,Gostei o aparelho a captação voz excelente e o áudio reproduzido Obs opinião a experiência.com o aparelho,2021-03-08 00:00:00
positivo,estamos adaptando e erra reconhecimento fala O som qualidade e altura,2021-08-13 00:00:00
positivo,dispositivo muitas deixa a desejar comandos voz ouve responde direito seja o modo standby buga a o certo,2020-12-30 00:00:00
positivo,som ouve certo deem olhada tamanho quase 2 alta a echo dot 3 cabe,2021-01-21 00:00:00
positivo,poderia melhor Tecnologia maravilhosa ouço músicas ambiente volume o mínimo esforço,2021-10-02 00:00:00
negativo,absurdo pessoa mulher consegue ouvir música spotify d presta morar sozinho Google Nest melhor,2021-07-03 00:00:00
negativo,Funcionou perfeitamente durante ano o azul ciano girando eternamente estivesse inicializando aceita reset configuração,2022-01-24 00:00:00
positivo,Superou expectativas falar ajuda hora filho dormir sons dormir som útero e tempestade Super recomendo,2021-07-29 00:00:00
positivo,Entrega rápida Ótimo produto bugada e encontra musicas pede A qualidade som top Recomendo a compra,2022-03-02 00:00:00
positivo,Comprei a Alexa presente sogro larga d pedindo música perguntando o e ouvindo sugestões Fenomenal,2021-02-18 00:00:00
positivo,atende a comandos entende coisas pedidas sendo necessário repeti-los Tirando fato incrível recomendo,2021-07-25 00:00:00
positivo,A mídia carregada Ótimo som Escuta habituando ambiente fã d dispositivos,2021-06-24 00:00:00
positivo,Echo Dot 4ª geração realmente produto A qualidade som surpreendente comandos a Alexa responde úteis Recomendo,2021-05-21 00:00:00
positivo,Surpresa Agradável Tinha Ideia Legal Encho Dor Alexa Parabéns o Produto Ótimo Famt Até.kkk,2022-03-12 00:00:00
positivo,Muitas opções uso produto qualidade e assistência técnica excelente,2021-08-11 00:00:00
positivo,a compra a entrega super rápidos recebir 24 horas a compra seja rápido veio igual ta anúncio som nota e super satisfeito Valeu a pena centavo,2021-06-04 00:00:00
positivo,Gostei atendeu expectativas simplesmente maravilhosa,2021-08-26 00:00:00
positivo,Gostei músicas pedimos Alexa pede assinar contrato cobrança futuras agradou espero venha contas futuras,2022-03-11 00:00:00
positivo,Gostei volume gostei reconhecimento voz alto o volume Achei o som fraco,2020-12-25 00:00:00
positivo,Aparelho inúmeras possibilidades e extremamente útil tarefas cotidiano casa,2020-12-24 00:00:00
positivo,produto carece skills realmente uteis e inteligencia artifical eficiente,2021-07-06 00:00:00
positivo,o aumento tamanho melhorou a qualidade reprodução sonora versão,2021-01-12 00:00:00
positivo,Comprei echo dot 4 geracao promocao dia maes valeu super a pena funciona perfeitamente ajuda voce precisa serve caixinha som a casa e milhares funcionalidades,2021-05-07 00:00:00
positivo,Echo dot incrível mexendo e adicionando skill aprender o melhor jeito responder a função bacana,2021-06-23 00:00:00
positivo,O som gostei facilidade utilizar aparelhos precisar controle remoto a alexa detecta a voz falar alto,2021-03-19 00:00:00
negativo,O som ok o reconhecimento voz o gostei surda,2021-03-26 00:00:00
positivo,a experiência assiste Amazon e gostei recomendo comprar amar compra vou adquirir Echo Studio,2021-01-02 00:00:00
positivo,gostei tamanho qualidade som So faltou bateria pra q dicar tomada o tivesse bateria substotuiria fácil caixinhas JBL,2020-12-31 00:00:00
positivo,Ajuda rotinas e funções agenda listas funções automatizando deixar conta d Recomendo,2021-07-03 00:00:00
positivo,Amo e q promete chegou c mto atraso ótimo produto vale a pena centavo e escuta mto n nd d q vídeos q n escuta,2021-05-23 00:00:00
negativo,Achei a qualidade inferior a geração 3 entendi o e o reconhecimento voz tb o formato d dificulta o reconhecimento funciona frente,2021-03-22 00:00:00
positivo,Espera voltada a direção voz s ouve falar,2021-08-17 00:00:00
positivo,Uso ouvir músicas,2022-03-18 00:00:00
positivo,Produto ótima qualidade O som e a assistente funciona reconhecimento voz Gostei produto,2021-10-17 00:00:00
positivo,Equipamento funciona o microfone captura a voz rapidamente,2021-03-11 00:00:00
positivo,o útil e prático,2021-08-15 00:00:00
positivo,Compramos a Alexa presente natal usamos funções música e pesquisa estamos planejando equipar a casa aproveitar o d,2021-01-07 00:00:00
positivo,Obreconhecimento voz poderia sensível a noite pessoas dormindo casa preciso falar alto gostaria comando voz,2021-04-01 00:00:00
positivo,Comprei semana black friday preço excepcional valeu a pena integrei skills e dispositivos e funcionado,2020-12-18 00:00:00
positivo,gosto produto Única falha o fio branco a Echo Dot preta poderiam mesma cor,2021-03-07 00:00:00
positivo,Produto alta qualidade chegou e perfeitas condições e embalagem Instalação simples e suporte total,2022-03-06 00:00:00
positivo,A Qualidade som superior a Eco dot3ªGeração o microfone pareceu inferior tendo falar alto a Eco dot 3ª outro cômodo ouvir,2021-06-16 00:00:00
positivo,útil resultados jogos ler notícias ouvir músicas automatizar a casa e conversa esposa caixinha,2021-12-01 00:00:00
positivo,Uso ligar cafeteira o smartplug futuramente vou comprar lâmpada inteligente ótimo músicas a Alexa ouve e precisa repetir gostei,2021-07-04 00:00:00
positivo,compor o time Alexas casa Qualidade som fenomenal o tamanho volume 10 perder qualidade,2021-06-25 00:00:00
positivo,Excelente produto volume som ambiente e qualidade O negativo a base dados a Google o limitado certos aspectos,2021-11-16 00:00:00
positivo,Perfeita amei a compra divirto alexa pensando comprar a cozinha e comprar acessórios tornar casa inteligente 🤭,2021-08-20 00:00:00
negativo,O dispositivo problema escuta direito,2021-12-18 00:00:00
positivo,Design imponente microfones parecem inferiores comparados o modelo anterior echo dot 3,2021-04-26 00:00:00
positivo,precisa conhecer adorando a interação informações e possibilidades recursos aprende intuitiva,2021-05-16 00:00:00
positivo,Compacto som qualidade e sensor movimento proximidade Gostei,2021-11-27 00:00:00
negativo,A péssima experiência o recebimento d produto pagamento adicional informação mentirosa estrague totalmente o produto,2021-04-15 00:00:00
positivo,A qualidade som,2021-12-12 00:00:00
negativo,encontra 60 músicas peço e o pior toca funk íntegra YouTube music,2021-04-21 00:00:00
negativo,início funcionando perfeitamente e 8 começou a xiar volumes altos E ultimamente a conexão Bluetooth falhando,2021-06-17 00:00:00
positivo,Comprei o Echo Dot promoção esperava útil e divertido principalmente crianças Recomendo,2021-06-22 00:00:00
positivo,A mídia carregada top pecou acabamento botões achei feinho cumpre o propósito adorando,2022-03-09 00:00:00
positivo,gostei dispositivo alexa e comprei a luz smart e liga e desliga a luz e a alexa e a qualidade som e,2021-12-22 00:00:00
positivo,Gostei funções Alexa Entretanto conectividade eletrônicos ex TV OLED 2017 a Alexa incapaz conectar,2021-07-11 00:00:00
positivo,A mídia carregada amei o único negativo funciona o cabo energia fica inviável levar lugares praias acampamentos lugares tomada,2021-03-22 00:00:00
positivo,gostei praticidade e quão atende o falo Tô feliz a compra,2021-08-22 00:00:00
positivo,A mídia carregada peca jo reconhecimento voz e vc tbm acostumar coml falar comandos pra entender resto ótimo produto ótima qualidade som,2021-06-04 00:00:00
positivo,A alexa legal a qualidade som explorar pensando colocá-lo escritório usarei,2021-07-14 00:00:00
positivo,produto comparação a o echo dot 3 geracao surdo s chamar,2021-06-19 00:00:00
positivo,Gostei praticidade gostei surda demora a reconhecer a voz estando ambiente silencioso e entende comandos simples,2021-05-29 00:00:00
positivo,Produto superou expectativas possui material resistente design moderno fácil qualidade áudio sensível a o reconhecimento voz Recomendo,2021-04-06 00:00:00
positivo,fase curtição e aprendizado a dia vejo aprendo maneira correta solicitar coisas Alexa Produto otima qualidade,2022-02-04 00:00:00
positivo,Comprei presente sobrinha 3 anos e adultos tomaram posse Rss A Alexa a sensação família muitas funções facilitam o dia a dia,2021-10-28 00:00:00
positivo,amei Alexa Comprei pra função ruído branco e casa inteligente e apaixonada Melhor investimento e aproveitei o preço ótimo q Prime Day,2021-07-10 00:00:00
positivo,Super ultra topControlo voz TV luzes e ar condicionado skills e jogos show a parte!!Super indico,2021-04-05 00:00:00
negativo,Ótimo produto triste diversas funções habilitadas contas brasileiras Recomendo atente funções deseja comprar,2021-07-23 00:00:00
positivo,UAU 😮 gosta tecnologia fantástico gadget surpreendente!MUITO,2021-03-21 00:00:00
negativo,dificuldades entender o perguntamos solicitamos E o fato ficar ligada tomada prático E esperava acesso a tv smart,2021-02-13 00:00:00
positivo,Ótimo,2021-12-15 00:00:00
positivo,O ÚNICO NEGATIVO ECHO DOT CONTINUA SENDO O FATO FUNCIONAR DIRETAMENTE ENERGIA ELETRICA BATERIA,2020-11-30 00:00:00
positivo,contato a Alexa expectativas Reconhecimento voz rápido e quase 100 a resposta correta Extremamente satisfeito,2021-07-01 00:00:00
positivo,Qualidade incrível consegui conectar projetor ceu estrelado spotify melhor compra ano reconhece a voz a,2021-12-14 00:00:00
positivo,Produto qualidade literalmente perfeita Design atraente qualidade som perfeita reconhecimento voz impecável Vale a pena investir,2022-03-15 00:00:00
positivo,Produto ótimo som comparado equipamentos similares,2021-01-26 00:00:00
positivo,som ótimo reconhecimento voz ótimo surpreendeu,2022-01-18 00:00:00
positivo,bonito e a qualidade modelo anterior Valeu a pena,2021-01-02 00:00:00
positivo,entende tranquilamente e conectou lampadas e ar-condicionado facilidade,2022-02-19 00:00:00
negativo,Achei surda demora pra escutar e precisa chamar escute,2020-12-21 00:00:00
positivo,qualidade som aparelho pequeno praticamente aposentou JBL,2021-07-14 00:00:00
negativo,Produtocom acabamento chegou prazo e som deixou a desejar bateria integrada e o app lento,2021-11-30 00:00:00
positivo,Produto bomPorem esperava funcionalidades propria alexaFalta muitas respostas e melhor compreensão estamos dizendo,2022-01-16 00:00:00
positivo,Produto ótimo Vinculei Smart Lampada e sensor infra vermelho e show Comanda lampadas e a tv Poderia ajuste melhor .som graves,2021-07-05 00:00:00
positivo,início achei serviria casa automatizada descobri a ALEXA muitas coisas,2021-12-29 00:00:00
negativo,obtive suporte técnico satisfatório consegui configurar o produto rede Wi-Fi devolvendo o produto assistente voz Echo Dot Alexa,2021-01-20 00:00:00
positivo,Som qualidade resetar o a Echo Dot devido a dificuldade reconhecimento voz ficou igual a Echo Dot 3,2021-03-09 00:00:00
positivo,produto recomendo iniciando mundo automação,2020-12-06 00:00:00
positivo,gosto A Alexa ótima excelente distração recursos,2021-04-04 00:00:00
positivo,consegue captar o som comando e a qualidade som notei diferença Pra ouvir vc precisa falar ouvido Prefiro a 3a geração,2020-12-15 00:00:00
positivo,contente vi avaliações escuta a excelente escuta comandos Amando super prático,2021-06-24 00:00:00
positivo,show superou expectativas,2021-05-09 00:00:00
positivo,O GOSTEI O COMANDO VOZ OBTER RESPOSTAS CONTROLAR A ALTURA SOM ACIONAR E PARAR OUVIR A MUSICA DESEJAR,2021-02-26 00:00:00
positivo,amei tantas possibilidades uso descobrindo maravilhada a resposta rápida Alexa e qualidade som Recomendo,2021-05-03 00:00:00
positivo,início traumatizou vídeos YouTube consegui fazendo aprendesse coisas kkkk difícil achei fácil,2021-02-05 00:00:00
positivo,Gostei biblioteca música Amazon e decepcionado o volume e o reconhecimento voz repetir 3,2021-04-22 00:00:00
positivo,O produto excelente fácil instalar e utilizar A qualidade som e a form elegante,2022-02-25 00:00:00
positivo,Sensacional pq demorei comprar Virou secretária Anota lista supermercado atividades dia o som ótimo Adorei,2021-05-31 00:00:00
positivo,A mídia carregada adorei Vale super apena Uso escutar música despertador alarme muitas opções,2021-01-09 00:00:00
positivo,Achei o som a versão passada e pra ativação voz distância comparação a geração,2021-04-17 00:00:00
positivo,Produto top adquirirem gostar e melhor chega rápido Comprei e chegou parabéns velocidade entrega 🤩 🤩 🤩,2020-12-11 00:00:00
positivo,Excelente Atende a comandos e a qualidade som ótima o tamanho d,2021-01-07 00:00:00
positivo,,2020-12-06 00:00:00
positivo,Utilizava o Google home a Alexa precisa e entende melhor o q vc fala,2021-09-21 00:00:00
positivo,amei a praticidade Alexia e uso mto p ouvir músicas e tirar dúvidas mtas curiosidades,2021-07-12 00:00:00
positivo,O produto chegou e funciona direitinho a reclamação a transportadora entregou errado tinha telefone nota e a pessoa recebeu honesta,2021-09-11 00:00:00
positivo,Achei útil o dia a dia Várias pessoas falando d surda confesso q fiquei medo chegou arrependi comprado,2021-03-11 00:00:00
positivo,aprendendo a Alexa Muita pra descobrir,2021-06-28 00:00:00
positivo,Nao potente caixa som volume maximo Atende a comandos Infelizmente funciona tomada,2020-12-09 00:00:00
positivo,Maravilhoso O som excelente superou e expectativas microfones fenomenais e garantem alcance problemas 4 m distancia útil aumentar a produtividade,2020-12-04 00:00:00
positivo,Gostei assistente queria tivesse a opção deixar LED d a,2021-08-22 00:00:00
positivo,escuta responde o som alto quiser gostado fico chateada acessar lista compras internet,2020-12-23 00:00:00
positivo,O uso e ligar e desligar o ventilador tomada Wi-Fi Maravilhoso o bebê pequeno difícil abaixar pra desligar colo,2021-04-03 00:00:00
positivo,4 microfones ouve a 3º geração e melhor,2021-03-08 00:00:00
negativo,A mídia carregada Gostei designer d Pq escuta a 3 ° geração beleza gostei,2022-01-10 00:00:00
positivo,Vi várias pessoas reclamando microfone atendeu expectativas a Alexa atende 😂 amei,2021-04-15 00:00:00
positivo,o produto chegou 1 e uso acabei comprar lâmpada smart pra colocar creio d anos Alexa dominar casa KKKKK,2021-07-26 00:00:00
negativo,1 Esperava sons melhor definidos 2 A cor cabo diferente aparelho bonito a única possibilidade alguém apoiará fundo branco problema sério,2021-06-30 00:00:00
positivo,Qualidade son e ótima conctada via Bluetooth o ajuda resumo Produto ótimo,2021-08-12 00:00:00
positivo,Adorei deixar rotina a o acordar falar a previsão e tocar músicas d adoro jogos podemos a Alexa Super recomendo,2020-12-19 00:00:00
positivo,A mídia carregada Produto excelente ☺ ️ superou expectativas 👏 🏿 👏 🏿 👏 🏿,2021-07-04 00:00:00
positivo,O som poderia melhor qualidade,2021-07-17 00:00:00
positivo,Prático,2022-01-02 00:00:00
positivo,Perdi o Echo dot mulher tomou posse d e acho vou comprar O ambiente casa ficou agradável,2021-07-07 00:00:00
positivo,palavras a Alexa pronuncia o Português corretamente e funcionar o cabo energia bateria mim piada decepcionou,2021-01-18 00:00:00
positivo,Notei muitas comando respondido precisa repetir 2 o nome Alexa pra ativar,2021-09-12 00:00:00
positivo,Adoro a Echo e compraria,2021-02-17 00:00:00
negativo,Echo dot 4 geração e surda som arrependi comprado modelo a Echo Dot 3 geração e melhor,2021-04-06 00:00:00
positivo,Perfeito toca gosto!Se soubesse teria comprado antes!Preço vale a pena e frete grátis entrega rápida,2021-05-01 00:00:00
positivo,explorar Echo Dot uso ouvir músicas podcasts alarmes anotar listas afazeres interação lâmpadas jogos etc,2022-01-13 00:00:00
positivo,A mídia carregada tecnológico complicado poderia funções som agradável e agride tímpanos,2021-07-14 00:00:00
negativo,A mídia carregada trocar pq ficando a luz acessa constantemente e acusa app offline Adicionei vídeo,2022-01-15 00:00:00
positivo,Adoro o produto Temho facilidade alterar agendas e compromissos pedir lembretes e etc Pra mim auxílio enorme trabalho,2021-07-31 00:00:00
positivo,ótimo produto vale a pena,2021-07-21 00:00:00
positivo,Amei assistente virtual incrível comprar medo,2021-06-25 00:00:00
positivo,Produto inferior a o 3ª geração tocante a o reconhecimento voz e o som,2021-01-23 00:00:00
positivo,casa ap 50m^2 e ouve falar 50m^2 o suficiente,2021-07-01 00:00:00
positivo,parabo ambiente pequeno o ideal A alexa entende o a gente fala skills úteis e divertidas,2021-01-13 00:00:00
positivo,Perfeito Uso ouvir músicas caixa som pc automatização cortina e luzes led e computador,2021-04-30 00:00:00
positivo,Amei o produto chegou prazo previsto funciona perfeitamente acho poderia bateria fosse necessário ficar o tomada,2021-03-04 00:00:00
positivo,Adorei Diverte informa automatiza etc Compatível variedade aplicativos possuía elogios,2021-04-24 00:00:00
positivo,Gostei produto e estudando funcionalidades d principalmente acorda manhã Sensacional,2021-12-21 00:00:00
positivo,A mídia carregada Produto ótima qualidade qualidade sonora excelente ouve coloco negativo dicção melhores kkk,2021-04-14 00:00:00
positivo,Ótima interação Alexa e possui otimo som reprodução música,2021-06-24 00:00:00
positivo,Recomendo Prático e funções bacanas qualidade som excelente,2021-06-30 00:00:00
positivo,Multifunção ajuda a estudar solicito definição e rapidamente opção ajuda alarme e toca a música solicito nota maxima,2021-05-02 00:00:00
positivo,o adorando pena direto tomada a casa tiver aparatos pra ficar inteligente babado,2021-06-23 00:00:00
positivo,Alexa reconhece voz o modo sono o volume perfeito pra dormir o alarme hora acordar a qualidade som ótimo,2021-06-23 00:00:00
positivo,Comprei a Alexa e satisfeito várias coisas e ouvir boas músicas e maximizar o uso assinatura Spotify,2021-12-14 00:00:00
positivo,tinha imaginado funciona perfeitamente Ótimo volume,2022-01-18 00:00:00
positivo,A mídia carregada Entretenimento a família filhos 4 e 5 anos adoram tirar dúvidas Alexa,2022-01-28 00:00:00
positivo,ta cumprindo promete Reconhecimento voz perfeita o som incrível graves excelente E a entrega prazo Amazon e show,2021-03-20 00:00:00
negativo,Gostei gostei passa músicas pede contratar pra escutar música graça YouTube o restante top,2021-04-12 00:00:00
positivo,Gostei atendeu expectativas melhorar skills o preço a porem promoção desconto melhora o custo beneficio,2020-11-23 00:00:00
positivo,Produto excelente chegou rápido 5 dias confirmação pagamento excelentes condições e qualidade magnífica recomendo,2021-11-21 00:00:00
negativo,a echo dot 3ª geração e modelo inferior Áudio reconhecimento comandos pior integração via Bluetooht problemática,2021-01-25 00:00:00
negativo,Produto atendeu expectativas exceto fato precisar ficar conectada a tomada o informação poderia clara resumo produto,2022-01-08 00:00:00
positivo,Simplesmente amo queria q tivesse Alexa lugares O Echo dot som muitíssimo alto e claro graves maravilhosos amo amo,2021-12-02 00:00:00
positivo,Simplesmente fantástico pudesse teria d cômodo casa,2021-06-11 00:00:00
positivo,satisfeito produto automatizando coisas casa e realmente satisfeito a solução e a integração produtos,2021-07-03 00:00:00
positivo,A mídia carregada Superou expectativas adorando,2021-05-02 00:00:00
positivo,ótima a o reconhecimento voz poderia poderia adicionado comando detectar alterações fala caso pessoas deficiência articulação palavras,2021-08-10 00:00:00
positivo,casa adaptada pra inteligente o sensacional,2021-04-05 00:00:00
positivo,existe melhor Alexa fazendo várias coisas pra mim apaixonada,2021-10-16 00:00:00
negativo,dificil configura-la realizar chamadas celulares d a pessoa a o o app Alexa celular receber comunicações,2022-02-02 00:00:00
positivo,Excelente!Escuta certinho outro cômodo O som e configurar App,2021-07-01 00:00:00
positivo,Gostei ótimo produto excelente custo benefício caixa som competente e possui assistência voz,2020-12-24 00:00:00
positivo,deixo paz aprendendo a poucos automatizando a casa,2021-12-11 00:00:00
positivo,satisfeita o echo dot atendeu perfeitamente s expectativas Logística Amazon fantástica entrega super rápida!Recomendo,2021-07-09 00:00:00
positivo,Atendeu expectativas e satisfeita compra excelente qualidade som e reconhecimento voz,2021-03-17 00:00:00
positivo,a Alexa começa a responder coisas a a pergunta louca falando parar,2021-01-02 00:00:00
positivo,O produto cumpre o promete qualidade som e reconhecimento voz excelentes pensando echo dot d o,2021-02-23 00:00:00
negativo,expectativa gerada creio poderia melhor A configuração reconhecimento múltiplas vozes poderia melhor atende a o proposto,2021-07-02 00:00:00
positivo,Estamos fase aprender recursos apresentado ótimos resultados sido útil dia a dia,2021-01-25 00:00:00
positivo,GOSTEI A ALEXA SATISFEITO,2021-05-23 00:00:00
positivo,facilita vida aspectos Pra ficar melhor precisava ouvir a gente casa,2021-11-23 00:00:00
positivo,Agilizar atividades a Echo melhores funcionalidades O suporte Amazon novidades tbm diferencial,2021-09-11 00:00:00
positivo,O microfone 3 geração melhor O som d melhor,2020-12-31 00:00:00
positivo,Alexa surda escuta problemas usava celular configurada conectei a o Wi-Fi,2021-05-09 00:00:00
positivo,Usei dias e gostei interessei o echo som Premium Acabei dando irmão e fiquei o outro,2021-06-18 00:00:00
positivo,Achei sensacional vi comentários a ineficiência microfone funcionou Comprei e adorei,2021-02-17 00:00:00
positivo,Fácil instalação reconhece a voz e o som,2021-06-30 00:00:00
positivo,Diferente a Alexa ñ surda contrário escuta o áudio ótimo músicas melhor a geração ond som sai abafado,2021-02-21 00:00:00
positivo,comprar irão arrepender tinha comprado Alexa auxilia e contar excelente ouvir música,2021-07-14 00:00:00
positivo,amei a Alexa deixa a desejar o fato bateria recarregável e funcionar tomada preço o mínimo devia oferecer,2021-03-16 00:00:00
positivo,O produto excelente achei versão dificuldade ouvir a palavra ativação s chamar 3x fica gritando Alexa Alexa,2021-02-05 00:00:00
negativo,surda tocando musica E o som e ruim Echo4 achei a echo dot inferior inferior,2021-07-03 00:00:00
negativo,Ótima Echo dot péssima ouvir comando voz totalmente diferente versão anterior A qualidade som mediana pro gasto,2021-12-28 00:00:00
positivo,gostei d achei legal superou expectativas porem coloca musica grave sons estranhos achei perfeita super recomendo,2021-09-14 00:00:00
positivo,O reconhecimento voz perfeito super fácil conectar Chegou 24h O som realmente forte,2021-11-18 00:00:00
positivo,superou exectativas e agradado dia Entrega rápida dia previsto conformes e embalado,2021-02-18 00:00:00
